"id";"sample_name";"project";"analysis";"run";"gender";"created";"no_mismatches_X"
193;"AA07-06030-CO80";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
194;"AA07-06030-CO82";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
195;"AA07-06031-CO09";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
196;"AA07-06031-CO12";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
197;"AA07-06031-CO26";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
198;"AA07-06031-CO56";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
199;"AA07-06031-CO58";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
200;"AA07-06031-CO59";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
201;"AA07-06033-CO61";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
202;"AA07-06031-CO81";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
203;"AA07-06031-CO83";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
204;"AA07-06032-CO08";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
205;"AA07-06032-CO19";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
206;"AA07-06032-CO36";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
207;"AA07-06032-CO38";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
208;"AA07-06032-CO40";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
209;"AA07-06032-CO44";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
210;"AA07-06032-CO47";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
211;"AA07-06032-CO48";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
212;"AA07-06032-CO52";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
213;"AA07-06032-CO54";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
214;"AA07-06032-CO56";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
215;"AA07-06032-CO57";"25311";"1.0 - 25311";"25311";"XX";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
216;"AA07-06032-CO70";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
217;"AA07-06032-CO85";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
218;"AA07-06033-CO01";"25311";"1.0 - 25311";"25311";"XX";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
219;"AA07-06033-CO03";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
220;"AA07-06033-CO11";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
221;"AA07-06033-CO20";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
222;"AA07-06033-CO21";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
223;"AA07-06033-CO24";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
224;"AA07-06033-CO34";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
225;"AA07-06033-CO35";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
226;"AA07-06033-CO44";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
227;"AA07-06033-CO47";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
228;"AA07-06033-CO51";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
229;"AA07-06033-CO68";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
230;"AA07-06033-CO73";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
231;"AA07-06033-CO74";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
232;"AA07-06033-CO82";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
233;"AA07-06033-CO83";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
234;"AA07-06033-CO88";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
235;"AA07-06033-CO91";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
236;"AA07-06033-CO95";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
237;"AA07-06034-CO20";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
238;"AA07-06034-CO23";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
239;"AA07-06034-CO24";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
240;"AA07-06034-CO25";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
241;"AA07-06034-CO54";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
242;"AA07-06034-CO58";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
243;"AA07-06034-CO60";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
244;"AA07-06034-CO82";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
245;"AA07-06034-CO86";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
246;"AA07-06035-CO13";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
247;"AA07-06038-CO45";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
248;"AA09-64414-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
249;"AA09-67107-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
250;"AA16-68848-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
251;"AA16-68897-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
252;"AA16-68911-OF01";"25311";"1.0 - 25311";"25311";"XX";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
253;"AA16-69368-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
254;"AA16-70061-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
255;"AA16-70182-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
256;"AA16-70201-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
257;"AC07-05161-CO03";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
258;"Sample2";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
259;"11_Marie_F";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
260;"Sample1";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
261;"13_Radka_F";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
262;"AA11-KIGEN-SF21";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
263;"AA11-KIGEN-SF16";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
264;"16_Lukas_Eder";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
265;"17_Zoltan";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
266;"AA17-KIGEN-SF01";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
267;"AA11-KIGEN-SF17";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"29 May 2017 at 12:53AM by barbora.emmerova@pcr.cz";0
268;"20_Matyas_P";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
269;"AA15-KIGEN-SF01";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
270;"22_Jana_Novakova";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
271;"23_Kuba_Langer";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
272;"AA16-KIGEN-SF02";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
273;"25_Jura";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
274;"26_Lenka_Bubnuva";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
275;"28_Aneta_Macikova";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
276;"AA11-KIDAO-EK04";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
277;"AA13-KIGEN-SF01";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
278;"AA11-KIDAS-EK02";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
279;"AA13-KIDAS-EK01";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
280;"AA12-KIDAS-EK01";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
281;"4_Filip_Langer";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
282;"AA11-KIGEN-SF06";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XX";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
283;"AA11-KIGEN-SF22";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
284;"9_Tonda";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
285;"AA17-PZGEN-SF01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XX";"12 Jan 2018 at 12:50AM by vlastimil.stenzl@pcr.cz";0
286;"Sample3";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"22 Feb 2018 at 01:35AM by vlastimil.stenzl@pcr.cz";0
287;"AA11-KIBIO-SF12";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XX";"12 Jan 2018 at 12:50AM by vlastimil.stenzl@pcr.cz";0
288;"AA17-51164-OF02";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
289;"AA17-51757-OF01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
290;"AA17-53677-OF01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
291;"AA17-56373-OF01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
292;"AA17-58069-OF01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
293;"AA17-58082-OF01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XX";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
294;"AB17-02428-DD01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
295;"AB17-02428-ZZ14";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
296;"AV17-01398-VK01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
297;"AA-HONZA-B";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 03:07AM by vlastimil.stenzl@pcr.cz";0
298;"AA11-KIGEN-SF08";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XX";"27 Feb 2018 at 04:48AM by vlastimil.stenzl@pcr.cz";0
299;"AA17-PZLAB-SF01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
300;"AA11-KIGEN-SF09";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XX";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
301;"AA-KACKA";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XX";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
302;"AA-LBC";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 03:07AM by vlastimil.stenzl@pcr.cz";0
303;"AA11-KIGEN-SF28";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XX";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
304;"AA-PETR-B";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 03:07AM by vlastimil.stenzl@pcr.cz";0
305;"AA11-KIGEN-SF07";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
306;"AA11-KIGEN-SF14";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XX";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
307;"AA-ZDENEK";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
308;"AM14-00067-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
309;"AT15-10556-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
310;"AB14-17173-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
311;"AE15-04476-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
312;"AH07-06747-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
313;"AH08-04653-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
314;"AJ07-03385-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
315;"AK08-01601-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
316;"AK14-15578-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
317;"AK15-05150-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
318;"AK15-05151-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
319;"AP15-02735-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
320;"AP16-03849-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
321;"AR05-00880-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
322;"AV05-02801-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
323;"AV06-03018-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XX";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
324;"AK15-08623-BS02";"Training_2";"1.0 - Training_2";"Training_2";"XY";"14 Sep 2016 at 01:07AM by admin@forenseq.uas";0
325;"AS13-06856-DD03";"Training_2";"1.0 - Training_2";"Training_2";"XX";"19 Jul 2016 at 06:55AM by jiri.patera2@pcr.cz";0
326;"Pavel";"Training_2";"1.0 - Training_2";"Training_2";"XY";"22 Feb 2018 at 02:05AM by vlastimil.stenzl@pcr.cz";0
327;"AA07-06009-CO75";"Training_3";"1.0 - Training_3";"Training_3";"XY";"19 Feb 2018 at 12:49AM by pavla.coufalova@pcr.cz";0
328;"AA15-53872-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
329;"AA15-57052-OF01";"Training_3";"1.0 - Training_3";"Training_3";"XY";"19 Feb 2018 at 12:49AM by pavla.coufalova@pcr.cz";0
330;"AA15-65404-OF01";"Training_3";"1.0 - Training_3";"Training_3";"XY";"19 Feb 2018 at 12:49AM by pavla.coufalova@pcr.cz";0
331;"AA16-50396-OF01";"Training_3";"1.0 - Training_3";"Training_3";"XY";"19 Feb 2018 at 12:49AM by pavla.coufalova@pcr.cz";0
332;"AC07-05124-CO93";"Training_3";"1.0 - Training_3";"Training_3";"XX";"19 Feb 2018 at 12:49AM by pavla.coufalova@pcr.cz";0
333;"AC07-05135-CO68";"Training_3";"1.0 - Training_3";"Training_3";"XY";"19 Feb 2018 at 12:49AM by pavla.coufalova@pcr.cz";0
334;"AA07-06021-CO92";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
335;"AA07-07852-OF01";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
336;"AA07-07853-OF01";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
337;"1";"Training_4";"1.0 - Training_4";"Training_4";"XY";"08 Apr 2016 at 06:00AM by vlastimil.stenzl@pcr.cz";0
338;"AA09-70624-OF01";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
339;"AA11-57947-OF01";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
340;"AV05-02628-EK25";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
341;"AA16-50272-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
342;"AA16-50789-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
343;"AA16-61216-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
344;"AA16-61226-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
345;"AA16-61241-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
346;"AA16-61246-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
347;"AA16-61294-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
348;"AA16-62537-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
349;"AA16-62740-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
350;"AA16-62752-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
351;"AA16-63226-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
352;"AA16-65585-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
353;"AA16-66157-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
354;"AA16-66553-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
355;"AC07-05134-CO04";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
356;"MIRO-1";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"22 Feb 2018 at 03:28AM by vlastimil.stenzl@pcr.cz";0
