"id";"sample_name";"project";"analysis";"run";"gender";"created";"no_mismatches_Y"
193;"AA07-06033-CO03";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";1
194;"AA07-06033-CO11";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
195;"AA07-06033-CO20";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";1
196;"AA07-06033-CO21";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
197;"AA07-06033-CO24";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";1
198;"AA07-06033-CO34";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";3
199;"AA07-06033-CO35";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
200;"AA07-06033-CO44";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";2
201;"AA07-06033-CO47";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";1
202;"AA07-06033-CO51";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";3
203;"AA07-06033-CO68";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";2
204;"AA07-06033-CO73";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
205;"AA07-06033-CO74";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
206;"AA07-06033-CO82";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
207;"AA07-06033-CO83";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
208;"AA07-06033-CO88";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";5
209;"AA07-06033-CO91";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";2
210;"AA07-06033-CO95";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
211;"AA07-06034-CO20";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
212;"AA07-06034-CO23";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";2
213;"AA07-06034-CO24";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";1
214;"AA07-06034-CO25";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";5
215;"AA07-06034-CO54";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";6
216;"AA07-06034-CO58";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";4
217;"AA07-06034-CO60";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
218;"AA07-06034-CO82";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
219;"AA07-06034-CO86";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";2
220;"AA07-06035-CO13";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
221;"AA07-06038-CO45";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";4
222;"AA09-64414-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";5
223;"AA09-67107-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";1
224;"AA16-68848-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
225;"AA16-68897-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
226;"AA16-69368-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
227;"AA16-70061-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
228;"AA16-70182-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
229;"AA16-70201-OF01";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:09AM by pavla.coufalova@pcr.cz";0
230;"AC07-05161-CO03";"25311";"1.0 - 25311";"25311";"XY";"13 Nov 2017 at 06:10AM by pavla.coufalova@pcr.cz";0
231;"AA11-KIGEN-SF16";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
232;"16_Lukas_Eder";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
233;"17_Zoltan";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
234;"20_Matyas_P";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
235;"23_Kuba_Langer";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
236;"25_Jura";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
237;"AA11-KIDAS-EK02";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
238;"AA13-KIDAS-EK01";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
239;"AA12-KIDAS-EK01";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
240;"4_Filip_Langer";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 03:01AM by vlastimil.stenzl@pcr.cz";0
241;"AA11-KIGEN-SF22";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
242;"9_Tonda";"fenotyp_novy";"1.0 - fenotyp novy";"fenotyp novy";"XY";"22 Feb 2018 at 01:13AM by vlastimil.stenzl@pcr.cz";0
243;"Sample3";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"22 Feb 2018 at 01:35AM by vlastimil.stenzl@pcr.cz";0
244;"AA17-51164-OF02";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
245;"AA17-51757-OF01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
246;"AA17-53677-OF01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
247;"AA17-56373-OF01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
248;"AA17-58069-OF01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
249;"AB17-02428-DD01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
250;"AB17-02428-ZZ14";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
251;"AV17-01398-VK01";"fenotyp";"1.0 - FENOTYP-SRPEN";"FENOTYP-SRPEN";"XY";"21 Feb 2018 at 11:54PM by vlastimil.stenzl@pcr.cz";0
252;"AA-HONZA-B";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 03:07AM by vlastimil.stenzl@pcr.cz";0
253;"AA17-PZLAB-SF01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
254;"AA-LBC";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 03:07AM by vlastimil.stenzl@pcr.cz";0
255;"AA-PETR-B";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 03:07AM by vlastimil.stenzl@pcr.cz";0
256;"AA11-KIGEN-SF07";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";3
257;"AA-ZDENEK";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
258;"AM14-00067-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";3
259;"AT15-10556-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";3
260;"AB14-17173-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
261;"AE15-04476-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
262;"AH07-06747-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";8
263;"AH08-04653-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";9
264;"AJ07-03385-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";13
265;"AK08-01601-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";5
266;"AK14-15578-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
267;"AK15-05150-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
268;"AK15-05151-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";0
269;"AP15-02735-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";5
270;"AP16-03849-DD01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";12
271;"AR05-00880-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";10
272;"AV05-02801-UP01";"16-07-21";"1.0 - 16-07-21";"16-07-21";"XY";"22 Feb 2018 at 12:40AM by vlastimil.stenzl@pcr.cz";4
273;"AK15-08623-BS02";"Training_2";"1.0 - Training_2";"Training_2";"XY";"14 Sep 2016 at 01:07AM by admin@forenseq.uas";0
274;"Pavel";"Training_2";"1.0 - Training_2";"Training_2";"XY";"22 Feb 2018 at 02:05AM by vlastimil.stenzl@pcr.cz";0
275;"AA07-06009-CO75";"Training_3";"1.0 - Training_3";"Training_3";"XY";"19 Feb 2018 at 12:49AM by pavla.coufalova@pcr.cz";0
276;"AA15-53872-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
277;"AA15-57052-OF01";"Training_3";"1.0 - Training_3";"Training_3";"XY";"19 Feb 2018 at 12:49AM by pavla.coufalova@pcr.cz";0
278;"AA15-65404-OF01";"Training_3";"1.0 - Training_3";"Training_3";"XY";"19 Feb 2018 at 12:49AM by pavla.coufalova@pcr.cz";2
279;"AA16-50396-OF01";"Training_3";"1.0 - Training_3";"Training_3";"XY";"19 Feb 2018 at 12:49AM by pavla.coufalova@pcr.cz";0
280;"AC07-05135-CO68";"Training_3";"1.0 - Training_3";"Training_3";"XY";"19 Feb 2018 at 12:49AM by pavla.coufalova@pcr.cz";0
281;"AA07-06021-CO92";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
282;"AA07-07852-OF01";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
283;"AA07-07853-OF01";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
284;"1";"Training_4";"1.0 - Training_4";"Training_4";"XY";"08 Apr 2016 at 06:00AM by vlastimil.stenzl@pcr.cz";0
285;"AA09-70624-OF01";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
286;"AA11-57947-OF01";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
287;"AV05-02628-EK25";"Training_4";"2.0 - Training_4";"Training_4";"XY";"22 Feb 2018 at 01:01AM by vlastimil.stenzl@pcr.cz";0
288;"AA16-50272-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
289;"AA16-50789-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
290;"AA16-61216-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
291;"AA16-61226-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";4
292;"AA16-61241-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
293;"AA16-61246-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
294;"AA16-61294-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
295;"AA16-62537-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
296;"AA16-62740-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
297;"AA16-62752-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
298;"AA16-63226-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
299;"AA16-65585-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
300;"AA16-66157-OF02";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
301;"AA16-66553-OF01";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
302;"AC07-05134-CO04";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"16 Feb 2017 at 04:14AM by tomas.capal@pcr.cz";0
303;"MIRO-1";"varianty";"1.0 - vybrane_BS_161206";"vybrane_BS_161206";"XY";"22 Feb 2018 at 03:28AM by vlastimil.stenzl@pcr.cz";0
